9.813205882186525342e-01,3.110459539775395355e-01,-4.996657860596073752e-01,3.641405658161118719e-01
1.844093604747746529e+00,8.499230317878255780e-01,7.231067356807269197e-02,7.690714035592239872e-01
-6.009025815828683559e-02,9.762967835925209226e-01,1.048577208021424845e+00,5.839827214269465161e-01
-1.740886223865751870e-01,2.244190029762302974e-01,1.099557689300346475e+00,1.604061634133860936e-01
-4.647755039288903323e-01,1.289910018902308275e-01,8.773556863122595750e-01,2.003148345132078623e-01
4.597431243330594997e-02,5.195875672215655161e-02,4.796693681859296593e-02,8.507915233042973036e-02
7.955701657461118348e-01,9.267108297082731205e-01,-4.869850997164048012e-01,4.746367234259505352e-01
-1.090040661187449134e+00,8.296911081950819611e-02,1.310337937015313703e-01,8.252614482880461511e-01
1.556407698020329855e+00,7.571205472035710260e-01,-3.044367800704064764e-01,7.145134163826868390e-01
5.208295573796544176e-01,3.224554082957190593e-01,8.888184301394240761e-01,5.181833735983016886e-01
1.672210676247199990e-01,1.587377533010847497e-01,5.600678207934724206e-02,8.240355468736753064e-01
1.975908993075857101e+00,5.234612065094009781e-01,3.089404183509687485e-01,2.945681432369972041e-01
-9.335151023505631196e-01,5.064872481789588488e-01,3.562587076063477021e-01,4.207239927569208504e-01
1.922924386631813753e+00,5.021700658211009083e-01,9.251619159151909522e-02,6.684367106186639429e-02
1.067371946647604819e+00,6.642672104160485258e-02,2.957683181220236435e-01,4.521741553993234852e-01
1.502419269429372983e+00,5.986467232094652147e-01,-3.716793059959174195e-01,7.271743024325837412e-01
1.952986389186972760e+00,9.652593048721402891e-02,3.714181379484098322e-01,5.409346119520950236e-01
-7.960302117567200630e-01,8.394770518422604022e-01,4.980558295367943922e-01,2.424439472511271676e-01
-2.234313241000360772e-01,1.715239552187625138e-01,9.541797309881816513e-01,4.158615431093308779e-01
9.730454662406141653e-01,6.670883655153488911e-01,2.678915005615769562e-01,1.821607968779452857e-01
1.253231009760493508e+00,3.003719000380123960e-01,-3.876845271312157615e-01,6.502883514093816819e-01
1.171410598873211972e+00,7.351292836444500711e-02,-4.655813374560847095e-01,8.786574269737672527e-01
1.193079494020448550e+00,7.387857331871384714e-01,-5.239997203743240739e-01,4.198745045886543847e-01
