4.371261353287005491e+00,3.594786230260296200e+00,4.763825395345159253e-01,9.877987214376289238e-01
-7.340428619562804791e+00,-8.728575881812554726e+00,7.113359525018521090e-01,4.799053796035804842e-01
-5.879898943670527345e+00,-9.678721942879828788e+00,8.303458385942821263e-01,9.500503693657449400e-01
5.995730578906639963e+00,9.973468676493266738e-01,6.909259208636583383e-01,2.797342582178179438e-01
8.762885989500897921e+00,4.389902145127017263e+00,1.978874883803038998e-02,3.827063251970111990e-01
-5.512488544750315356e+00,-9.612021015677015612e+00,4.547592641843126726e-01,9.421056913310887904e-01
3.733489550794808487e-01,6.142561825839442768e+00,9.289815456504403324e-01,1.847068311725215128e-01
-5.635212903064465984e+00,-9.157775828837484866e+00,4.581261707173039932e-01,8.516433180923069779e-01
-3.963471974702487355e+00,8.519248857095311322e+00,8.844903339075558257e-01,1.581569429149110029e-02
6.791893113425297557e+00,2.015792981284616481e+00,1.758837807035803502e-01,1.517225341853031262e-01
-7.706557513397822134e+00,-6.359548580110174321e+00,8.736746560748145374e-01,7.277011505151582682e-01
-2.483193839296935934e+00,1.192135428251295437e+01,3.219947738892490197e-01,5.274161887958619399e-01
-1.369663062588342362e+00,9.909703248232951012e+00,8.665428551201470597e-02,9.004250739122264813e-01
-6.498356008621221314e+00,-4.997488431740979564e+00,5.673332268300946835e-01,1.907165909191206321e-01
-8.658108847607918435e+00,-4.969508476800441166e+00,9.326118964965443014e-01,6.255859263059384556e-01
-1.128909639630525152e+00,8.211845184426648458e+00,2.855766007702216225e-01,2.215958258742323217e-01
-7.230755082149700641e+00,-5.542799983760133387e+00,5.183474741247967588e-01,6.721286672889590363e-01
-1.018940206360786149e+01,-8.800202183834873182e+00,4.848051683174801063e-01,9.550372548793066851e-01
-9.230816402400973786e+00,-8.670249277829155332e+00,8.547927266436691207e-01,8.925100075417544687e-01
8.650856470923793395e-01,1.077756564209722256e+01,1.483073026199208666e-01,2.642090917414275930e-01
-9.384414079977508649e+00,-6.152845828026010544e+00,4.888886413382270701e-01,7.286581312263140653e-02
5.245149766706167505e+00,4.646179839020161406e-01,9.827654003414528772e-01,6.690706334298802682e-01
-7.895907586445892079e+00,-7.175670230910889735e+00,2.767227997823267227e-01,7.837840141160192786e-01
-5.959033288078815715e+00,7.889711069716375924e+00,5.728965826843801512e-02,2.241773155902760939e-01
-8.556798788045732351e+00,-8.653471437842860325e+00,4.225083140634855461e-01,1.608814852902662462e-02
-9.781978571254388299e+00,-6.904287488968055442e+00,9.010426837320458793e-01,7.835109430609499270e-05
-4.811184777897356213e+00,9.765682164889664563e+00,4.850032639315875471e-01,8.690417981029161520e-01
1.756869126259783087e+00,5.110110529153317316e+00,5.140734980350136762e-01,8.480457798459609675e-01
-7.040826689744791977e+00,-8.546221707277464219e+00,8.996547425841737722e-01,5.031534606308785129e-01
-7.520962442265653358e+00,-3.289686881451302281e+00,2.253712651276359447e-01,7.668944935885584346e-01
7.095216821174686217e+00,-4.461123534416788772e-01,1.477799080462659509e-01,3.908179002106869637e-01
5.028647439382773143e+00,1.266837098319355315e+00,5.985028429438457032e-01,2.033810575416741262e-01
4.797149216860282728e+00,-2.023231685123483281e+00,6.908780079101851657e-01,7.636192889871459277e-01
-5.520880625238262951e+00,-9.177697663593258781e+00,5.673259778663848341e-01,1.415118188824973089e-01
-5.539579747449854707e+00,1.174803466308737043e+01,6.828486630687441439e-01,2.533377387759995214e-01
2.610971453484839166e+00,8.822166328749021957e+00,1.209743939184282358e-01,1.167465565975815966e-01
4.885219468217692373e+00,5.222526600879852765e+00,2.951004960456095061e-01,6.308268498070557229e-02
-4.021899113621357102e+00,6.169778709002972761e+00,1.189475931971867295e-01,1.143359523240266018e-01
1.263174179368310224e+00,9.363441753862000283e+00,6.425672310678228749e-01,5.675942777906134440e-01
-3.810482761296404064e+00,8.040035360668928988e+00,9.864752358858173142e-01,2.532707445882198538e-02
8.790400581478632347e+00,5.947940477615962784e-01,6.593938913101555777e-01,9.404692149553269820e-01
5.716470994327367272e+00,4.118184358560336378e+00,8.301355502626094340e-01,4.086622449174536209e-01
1.682055698679843836e+00,2.339889523499043111e+00,3.838989311974615459e-01,7.449444541800303021e-01
-2.282162932550253931e+00,1.033854747724041445e+01,2.818627800814879070e-01,1.310592290752553568e-01
-5.685170754644500946e+00,-8.776805601724348094e+00,9.459670696771588227e-01,9.299029392900017843e-01
-4.909790437164302190e+00,8.345283656516425452e+00,6.887875100337736978e-01,5.822398250934645025e-01
-2.280742325728670750e+00,9.314889651122076231e+00,7.414822172751818208e-01,7.423476388242703505e-01
-9.102543105025333148e+00,-6.387100036411936799e+00,6.959497673431216391e-01,5.840120772806365324e-01
1.453891369164762803e+00,2.854119159861530086e+00,4.428227717457304813e-01,9.915848168383757377e-01
4.775589857282907857e+00,3.678717034185170931e+00,2.681517372636043062e-01,4.161915114604756161e-01
-2.954452810089680526e+00,-6.872718249580252348e+00,5.935145572676659986e-01,6.262183136044277010e-01
-2.882940911375468040e+00,8.134824011649971709e+00,4.657239016574676871e-02,4.358517933059949945e-01
5.662284035278062788e+00,4.720486774266647423e+00,7.253101157312785707e-01,4.974678729824479895e-01
4.023810267856618772e+00,3.532490748479411913e+00,4.275758450099086394e-01,6.032533328041680409e-01
-5.733371564668869880e+00,-1.045184257714416987e+01,1.389351160103997618e-01,6.243102960137627555e-01
-5.547002189332846278e+00,-5.954927007568044495e+00,7.225818564982935399e-01,8.984247018396384066e-01
7.420293934262728541e+00,3.088790296644456479e+00,2.631858102915374253e-02,2.622970362878287442e-01
1.735114770972516318e+00,1.107921664930061567e+01,1.302106934696822815e-01,7.759811760571643235e-01
-2.649529045970044017e+00,5.692364261166338757e+00,9.214950199052405200e-01,4.140283259067037980e-01
5.813266439178651268e+00,1.023362370695683143e+00,3.084621678464438688e-02,7.865591115372658759e-01
-2.366065148613965441e+00,8.058971234668089068e+00,6.767950129946662674e-01,2.383104239724630480e-01
-9.464152581362506922e+00,-5.500693982785557878e+00,4.298082995149887786e-03,4.440572038264846144e-01
-4.341177345369517937e-01,7.994253330488827913e+00,4.044226377691689800e-01,1.864869498523288316e-01
4.850629848520020992e+00,-6.948813058956768707e-01,5.231457562313831522e-01,2.984024138933383252e-02
4.362966868260553355e+00,-4.754267886379994756e-01,7.267782219947238609e-02,5.136913613572415827e-01
6.628360092379539381e-01,6.538655130544623439e+00,5.892044330837699073e-01,6.059186962665856768e-01
-7.338408679287325320e+00,-6.967063492903671218e+00,1.379814658028848395e-01,2.034070367961176018e-01
