,B,D,F,class
0,-1.432057267254966,1.0394200479674254,0.28046935265170686,1
1,-4.036328537385993,0.5263203124518935,-0.4190131579448668,1
2,0.17977029049305326,0.15797448110673085,-0.16286864633149925,0
3,-1.2991090178354958,-0.15225045562465978,0.0451233983938169,2
4,-2.0896985134198367,-0.4949951181727905,-0.6618579189899128,2
5,0.6265834937810515,3.2271503404357276,1.9131044008746974,1
6,1.3465132854526463,-0.21787860975082968,-0.9483562206933435,2
7,1.1857144239477502,0.5119570340653669,-0.405989567200767,0
8,-0.13480087737847396,-0.5661148325123322,0.6359432227884544,0
9,-0.7123058261322286,-0.31275764994282695,-0.23681677575952575,2
10,1.9566705289949242,2.092399075466549,-0.21687622079152036,2
11,-1.8755202759426597,-1.8752624837840195,-0.6576067653631094,1
12,-1.0176256836911801,-0.8976700846735468,0.8142748621046094,0
13,-0.5724289537641323,0.014637525583121758,0.9640470541527427,0
14,-0.0030102195890802097,-1.3796751768569226,-0.28753202985291443,0
15,1.0769359830608392,-0.6071243506984931,0.37193190423918115,2
16,-0.4254353104866264,-0.7774272600067555,2.1301150232874724,2
17,-1.8166166116865965,0.8723163734229956,1.1320970842071114,1
18,-0.5217096966928616,-1.3868809915799574,0.9096446411774299,0
19,-1.4443571822828143,-0.08451156756385958,0.12578569781575033,2
20,-0.6567556811731612,-1.9106573358673264,0.21049049675495468,0
21,0.045987563436593604,2.484924844977855,-0.6074058838076288,1
22,-0.9155592733349295,0.3078772448934931,-0.42959864414058907,1
23,-0.2155571359403633,-1.0806052462187719,-0.5753756432112269,1
24,0.4218571977193383,1.9908658909270998,-0.9874228832744852,1
25,-2.224991806095468,-0.20927540318158355,-0.7405669657371763,1
26,2.539256129934656,2.8524178400270603,1.4522611443275542,1
27,-2.044244699238938,0.4454541416502131,-0.44574218818731454,0
28,-0.27622227048412756,0.6399869235798434,0.9688499846745441,0
29,-2.5568417959146426,0.2161398072389183,0.19281453653915062,0
30,-2.031456456466822,0.39352787548774626,0.5347535200257367,2
31,-1.5184825634593655,0.28209239985710205,-1.2911257571480301,1
32,-1.792245835805766,-0.6908353157022092,-0.06583063710987877,1
33,-3.2806792399819575,0.599572537752905,-0.7316314083661728,0
34,-2.435876056450495,0.5938756544912769,0.896945839921994,1
35,-1.652916474205305,-0.03757533050619716,-0.7940808663076098,1
36,-0.7386579032115674,-1.3672633174696298,-0.38521764052317325,0
37,0.28031097287672935,-1.4874895870073956,1.219830874475811,0
38,1.7758081815859925,0.6719173197000561,-1.3122618729149158,2
39,-0.6690458181008173,-0.8852751511520043,-0.12881092094722668,0
40,-0.8331372303961195,0.9273298698992768,0.7644359715099077,2
41,-2.075639037322012,-2.0973309134095306,-0.5370071785983621,2
42,-1.1611429177989105,3.077791462066149,0.38758492947096806,1
43,2.2746146363531485,1.0346014192804736,0.08980981064162327,2
44,-2.0181176858702123,-0.4621449651794485,1.421288959998726,0
45,-0.23479712970755107,0.5366602658432035,-1.697265032243007,2
46,-0.9813802930080022,-0.5573301803627307,2.6124107174597806,2
47,-1.33360939295677,-0.5241246406027356,-0.40215373251137654,1
48,-0.12959715295883378,2.925699569264886,-0.20287450665010826,1
49,0.3613323665081832,0.7675672250637728,-0.6542645196230332,0
50,1.1062074012267593,-0.6440151836669477,2.0433359712208845,2
51,0.2968518146078578,0.23841360948086843,0.9215627395818907,2
52,1.0827410992338653,-1.6666342385611288,-1.7806019019625878,2
53,2.36815563097133,1.8084762261918748,-0.6277347079530904,2
54,0.37446076237932857,-2.1535273205893644,-0.9365223450670987,2
55,-1.8956135057580776,-0.8227459055677873,0.22220970179381366,2
56,0.21315209963093318,-1.155914928019598,-0.09798219352647805,0
57,-1.9368971975364289,-1.644454883424243,-1.9738335449698832,1
58,0.6074307379348731,0.07686745886396396,-1.162100395945522,0
59,-1.6176518804660502,2.0872235070038427,1.0150012739572079,1
60,1.6600063310765432,2.2990180535490725,-0.8344451700383398,1
61,1.7496550945698406,-1.298680479521626,0.7408335817843037,2
62,-0.28670413143550444,1.9469303459226488,-0.5291814972770572,1
63,-0.3371141257408168,0.06146817294180395,-0.7627462733026471,0
64,-1.2533027875145653,-0.9508220721493466,0.6820354323671624,1
65,-1.110002357252271,-0.04120540681704185,-2.1972691992633697,0
66,-0.6306029199533273,-1.6251024343825171,0.15753471129700292,0
67,-0.5031487494518831,-0.11377404755412135,-0.11341677639445447,2
68,0.7599093175727165,0.543282675562948,0.8459983622200619,0
69,0.5307321201153493,0.10999430537105137,-0.5107590901700493,0
70,1.0222004705211793,1.3121694025465946,0.5377853468270968,1
71,-1.4964289242895834,0.8986428860473967,1.1311207655059747,1
72,-0.4302548043027435,-0.6842569553789961,-0.04279510604700179,0
73,0.6048593846497368,-1.1051704764052666,-0.09241170449155885,2
74,-1.5316852214922636,1.761442392339029,-0.6568337498554843,1
75,0.6032938143107404,0.19181540660644414,1.0556116328258922,0
76,-0.7859654299632242,1.3902995018174813,-0.10459066595254599,1
77,0.29945588966396997,-1.03409290091704,1.021116219047661,2
78,-0.436740646592774,-1.3090662528289512,1.5306766286666265,0
79,0.15642028099475758,0.2595140337055518,-0.53841970881471,2
80,-1.1002995069605577,1.6003739567358162,-0.5978965105229537,1
81,0.35139424651273,0.05779613574751363,0.42097669746937144,0
82,0.2963451257048593,-1.1704482225004305,1.34386759914779,2
83,0.6731960498842635,-0.5108377913418481,0.8111165427398133,0
84,-1.0269074954222122,1.1662415081625788,-1.177716469631469,1
85,1.8499329843507044,-0.9339322637449075,-0.44548098501295774,2
86,-1.1913796564911001,1.2864059652452275,0.34960174212488443,1
87,-1.5487052726048063,-0.7799976005216891,0.20282696816850201,2
88,2.2013521403823226,0.3818407479916317,0.8282861421481748,0
89,-1.7417428974579483,0.8558830972985445,0.8892401738761746,1
90,0.4471149595911874,-1.111366534268696,1.1879142635785112,0
91,0.5165912149755623,-1.8905650270346555,0.037485739039275365,2
92,0.8613273890792157,0.516789890822274,-0.8956073666339955,0
93,2.0355854022526327,0.15957281944920593,0.651965032050569,2
94,-1.004374885715939,3.1429383526577004,2.2630725620348793,1
95,0.6287731159199018,1.3354045709792461,0.7846567738896175,2
96,-0.7510115256652345,1.0870136346355372,0.11354301269907437,1
97,-1.8866749272318724,0.6428856473641615,-1.6437411666926152,2
98,-0.28998433711779487,-0.4899685877392449,-0.4122486250504585,0
