A0,A1,A2,y
2067.582042494495,-15.25951879422394,0.020471511938094267,2
1319.5895792357976,-18.412320119477194,0.5213083729955061,0
1170.2121830366052,-19.470602318605657,0.8149859528972165,0
1424.1621908350485,9.867841353072965,0.8487507737752082,1
1551.069097606814,11.809363946910862,0.8849642991562195,1
1551.726482288125,-13.759226160013675,0.245260581826109,2
1938.1866750068714,-15.228913599323851,0.27071141141384836,2
1262.5192491540986,6.991687040457681,0.8987774408763936,1
1136.550539411082,-21.84755082406139,0.5296184312748521,0
1444.8463223851372,-19.63358787298977,0.644356096361596,0
1107.0198653495406,-17.05947474928318,0.7730826291559193,0
1008.5558947716356,-14.694191372182294,0.7391936429215348,0
1947.8227044754603,-14.585127125075422,0.8315959002197386,2
1773.7293294147487,-12.441690656002935,0.6198862656148292,2
1609.98527643804,-17.02902094526237,0.3278217028229755,2
1401.8261828049735,-14.288814200323074,0.2095122587863988,2
1441.0796996362249,-9.858571579238834,0.3885317225405076,2
1350.424243082576,-21.496130606843998,0.3440722400337054,0
1027.3965429419661,-19.853208237319386,0.7729716400065275,0
1363.1922183809793,9.080639863631234,0.719860566000621,1
1526.8285599647936,10.272246716843261,0.09914616851425584,1
1277.3451491183605,-16.854060661255843,0.16946572998778198,0
1586.052999594882,9.967477798762971,0.4825285666113148,1
1617.1650935168366,-13.182098075599754,0.19345860826208705,2
1914.490494472654,9.303487166743238,0.897249615479718,1
1801.6583326186578,10.200215905643956,0.7486729730735883,1
1718.4807868331827,-12.852527016887574,0.8161903069994405,2
1722.1611113184358,10.048960771257695,0.30481490744519024,1
918.6155418192218,-15.301644903828777,0.6432472412732814,0
1002.4540251717401,-17.730328379052107,0.7322892345190661,0
1184.035152527706,-18.621909759466554,0.23539590971916646,0
1140.398503200626,10.001015214069039,0.0540141076186651,1
1486.5816553637928,-17.78217265479527,0.48080616855704117,0
1869.9596310571162,-12.042048195292299,0.8976822874414043,2
1598.502458055881,10.194283803337674,0.9469539063776627,1
1147.441736708346,-19.842477245759888,0.16013653369817304,0
1697.7899903654009,11.678780864517005,0.036852645344533586,1
1608.9341848370718,7.6614828670623965,0.2470076988660337,1
1159.436595218746,11.774691099785926,0.8932397525852467,1
1429.6212195636726,9.331629446327621,0.7479655858541264,1
1769.4384843486337,-13.67763207307763,0.08136617338065877,2
1490.6039924247302,-15.484848997135163,0.41614163692307793,0
1568.9568123010604,-15.521913631552765,0.23306726374161157,2
1615.2240853251778,10.371370964362551,0.30537057676723833,1
1864.293982824402,-14.108898478072627,0.6307018898214013,2
968.7926579834213,-20.4743518078199,0.4447195536004057,0
1553.2147839707125,9.052319360239448,0.2893522793266672,1
1578.663814140199,9.305538975232949,0.3944526274631248,1
1364.87511967279,-14.822007022522605,0.4487250600283964,0
1491.407403071034,11.99945657005183,0.03635376728205997,1
1318.5917687906915,-14.471917025189352,0.8797923361177307,2
1341.9326461292371,-16.17979082505144,0.8723670753464886,0
1855.7447584100594,13.405760856506255,0.38827213014677875,1
1504.0343518369268,12.488994205696342,0.8849432236821059,1
712.0783984464625,-16.996958953492115,0.11943335808065247,0
1840.7809832832506,10.581876467871941,0.6926804204657259,1
868.4825983871395,-19.76380692183983,0.3431984375891787,0
1973.073951364966,-13.004643903910978,0.6259522020903713,2
1309.3385671289711,-17.523610488990265,0.6639037822592048,0
1509.9782081178648,13.041398617855501,0.7645084818814172,1
1615.9940812690757,15.801939210813881,0.19472385138605308,1
1046.7947488875475,-21.096904693446977,0.049449920002940684,0
1740.9044714678978,-15.160440890421462,0.7122210399552209,2
1367.2762393647738,-17.812153436182285,0.1721279113827534,0
1442.358113047587,10.877624058177554,0.7111941002499244,1
1276.9521223444679,11.584972525889563,0.8344691388665624,1
1619.6714820981804,-15.563271230229828,0.5639113887706354,2
971.7257333622409,10.7590789321124,0.32138421579736254,1
1173.311013130374,-18.998484600963135,0.06309816931790957,0
1977.7127529102827,-14.07879684320393,0.9965585458637868,2
1536.636948340263,13.06363512424435,0.4369274924351687,1
1401.3557144201604,-19.69425674726478,0.8064376920577685,0
1359.4359556807228,9.76474839858962,0.6182388784982549,1
1881.483719760664,-12.634128337006373,0.5712385433276702,2
1368.8618963033175,11.776002778471437,0.23562806341991083,1
1528.1120454181014,-11.071846904568686,0.05758831640265483,2
1558.8859210093892,10.492159943271073,0.7463972202369109,1
1475.3927518170533,10.90431404446807,0.9346361034463415,1
1259.1715061794312,-19.646334481048346,0.5960150692810393,0
1579.2866048292894,-13.41880719043131,0.42766916950888,2
1389.3179511281528,-17.475482173853916,0.5614935451762874,0
1713.618446853182,7.298657528618879,0.5625123113075245,1
1729.4171027345121,11.39379985638768,0.9616050322479556,1
1592.0885070357135,10.886025071613625,0.5809096574518757,1
1192.4772405185108,-15.068966139288694,0.7940381996154178,0
1426.4722478251986,10.378929439988276,0.0536050237738489,1
2116.1791484249447,-15.15627193037246,0.9954509527888518,2
1479.5314021095217,-16.13255483021932,0.4345412652774041,2
1330.5488778670099,17.01620440411488,0.28107583607436504,1
1707.9286826358807,-15.226604348501207,0.1196253423387339,2
1917.9717748375444,-12.760919329218586,0.882792372014571,2
2090.7973498071497,-14.833399632777867,0.24687041284248723,2
1310.9723303935766,8.331096893397165,0.03405705988333885,1
1799.2681413016967,-15.072015396567913,0.04305943348759611,2
1626.2874275616798,-13.05149913996651,0.5951345229486106,2
2009.7122506030046,-14.257544101301802,0.35603918027435844,2
1668.5363950208362,10.214370222544826,0.23844116442063334,1
1852.2391577668511,-11.71063714283266,0.9448349884296072,2
1255.8955075553192,-20.91241347350515,0.6507066670564967,0
1907.9891276792125,-14.122289974690744,0.5616429868373497,2
1365.66747079929,-17.626988109350958,0.7344724014991514,0
1597.2908221448251,11.093615767703795,0.5270541306710135,1
1453.7541385492689,14.09273891002416,0.8794443857691475,1
1554.8418544306173,-11.898001454171382,0.6759313896934396,2
1571.8034022328459,12.805738436622695,0.46120193485753047,1
1859.8496432907843,-17.517158322758124,0.1851163067004684,2
1239.8212181589856,13.7335044535581,0.5372962868027693,1
1835.723457746672,10.490501155535119,0.6418588867541909,1
1535.7848723253576,-17.220523655178376,0.5297295356254821,0
975.1709432469163,-16.08823586695122,0.43448022491154725,0
1945.0651771554994,-14.766188669525866,0.2691048405526989,2
1149.571083951059,-13.84703781374753,0.45344015044220287,0
1209.7419789929545,-18.69182439613487,0.18526417343122492,0
1096.8266000405592,12.935493696001984,0.12457951132291567,1
1145.5911926873723,10.748392697307136,0.1671012092978572,1
1527.5694160846133,-12.518186237171461,0.8491451081102277,2
1545.401828704156,-17.554471462707262,0.0898226327577144,0
2104.1597564576614,10.368145428245219,0.871221864364414,1
1670.6881585814085,-12.64725238405134,0.627229305641481,2
1826.386526827876,6.936351395707481,0.0399455915393333,1
1107.059305331007,-16.53224605393224,0.056163349881751756,0
928.3476620600838,-17.465531950045687,0.5625093211335124,0
1700.3649717289097,7.092447108975108,0.06652401738857627,1
1664.6074224023046,11.42863644998592,0.9817991230749595,1
1354.1703025515562,9.981495084862473,0.7746063723922312,1
1037.4962280039235,-17.373264382694348,0.795636581969771,0
1327.6439064257431,-18.597420060892617,0.5273480188887278,0
1291.7554118622072,14.165072027814668,0.8287940204226781,1
1637.2436639925381,-15.576593559166922,0.7367178666546387,2
1576.1943715407842,14.40053406628166,0.7824538384659183,1
922.7465096738968,-18.583625735268406,0.35638970004319936,0
1876.2913879902608,-10.55686641825803,0.3748374489851696,2
1601.8793355726696,13.254335891953925,0.6423191581173585,1
1513.6602118446351,11.194792040986302,0.22319302259721663,1
1647.6637303269904,11.873752827914121,0.8038093054877389,1
1178.075852726783,11.690658760730585,0.4014775601942695,1
1915.004729036692,-11.995970665907347,0.18033104608980166,2
1592.1033888259556,-15.84186894311178,0.313404043728129,2
1169.6759166931747,-19.407332419149242,0.2850502349566373,0
1686.5797957590598,-14.110474424271075,0.42702125017571346,2
1478.010968514962,-14.403495273571515,0.3626815593647169,2
1786.147003762067,8.821230022099487,0.6819920679560322,1
1445.4715311159698,-16.288621398687706,0.13095447548346684,0
1837.966140902926,-18.89636041235308,0.3526971682712313,2
1192.5210615659653,-16.253663450075514,0.3655925280596316,0
1664.6104381757702,-16.329460670010164,0.003138483555051086,2
1333.018364595209,-21.219476765421184,0.7664365748764984,0
1525.6817006349304,11.100753425776729,0.6266495715995648,1
2178.4928939153283,11.2554546098145,0.6069359896712894,1
1172.811054023142,-9.707761753715781,0.45106853778493694,2
1113.1728973371955,-17.80672314722546,0.485684452982597,0
1480.5976141664917,-13.527115453460569,0.283977554768289,2
1332.5207768142113,10.204873997008102,0.19548925096146785,1
1353.7074966935104,-12.51968660390194,0.10707815355625061,2
1351.7874462733037,-19.750624854567818,0.7012632967781094,0
1611.8841398721206,-15.46454314162085,0.37596430418541593,2
1328.8899346939256,-16.27839987333381,0.28921920384695543,0
1524.2597428833142,-13.136499501969473,0.6258195303060763,2
1771.2534314866157,9.516498659004416,0.32869825263197217,1
1247.9354004944223,-16.21512321808855,0.3328297543894311,0
1463.7723479104461,-14.441129003669369,0.7607709809463347,0
1524.423484808056,-18.90880076023651,0.9614422172656013,0
986.9940111551472,-16.11037495260108,0.28156074397187314,0
1636.9986678541604,-14.154074529950307,0.34475412093739355,2
1199.0027378636062,-19.834613528912676,0.9227238666340262,0
1251.972591295604,-16.72859251009158,0.12388528302432866,0
1219.7998591020585,-19.467421339625318,0.10458122047730722,0
1199.0990882192136,-16.092537556173898,0.3065119954482698,0
1053.8935295660967,-14.713764848828916,0.09501578616288264,0
1250.7052899395233,11.262000295923658,0.09984148338730192,1
1448.6878382464856,14.233153144211979,0.7522753739421384,1
1626.1044058207272,-13.294909401480476,0.3700356354166573,2
1412.9113212081838,11.603642597393707,0.8878099224120061,1
1434.4309487835508,-12.28446839600391,0.7239286394107608,2
1879.9465477651465,-13.497992333075997,0.6460203475540071,2
929.2378516524745,-17.199567233843347,0.8068573937135957,0
1792.1265436113729,-15.359353589348993,0.8226222887095378,2
1815.5545278119012,-12.773559667825035,0.782713425374505,2
1297.7829012828556,-16.13912439976215,0.3472097045795981,0
979.3514116390915,-19.0427151487613,0.16998501584337466,0
1557.983357466617,-16.234683753485132,0.35410582081674846,2
1512.2156451680978,10.93838255892769,0.8993059866420096,1
1860.6553957391927,-12.441885846471042,0.36339821425351404,2
1710.4415097094932,-11.480406457033215,0.016356580468295356,2
1648.4688218995477,10.236153754909099,0.6603962925409466,1
1355.133653485043,-20.92307376329736,0.8240806882411683,0
1089.0533453388748,-17.399052360217862,0.6451988438812032,0
1928.0567260284242,-12.854225466255503,0.5314230425431921,2
1323.0091616791196,-15.717548355064391,0.2831104823268781,2
1397.0818549182,14.746586971928682,0.6974988350512912,1
1645.0812354927052,-13.927123064407908,0.8799972453449768,2
